-56.446640;-733.922974;315.653809;98.584862;-12.402159;85.723228 
-56.448238;-733.927429;315.652954;98.585007;-12.401534;85.723480 
-64.241013;-956.609253;274.327454;93.898804;-17.672173;84.519279 
-64.240280;-956.606689;274.328278;93.898781;-17.672556;84.519157 
43.977737;-948.401611;173.585556;108.215469;-22.274294;81.210732 
43.977425;-948.400818;173.585205;108.215530;-22.274324;81.210785 
9.720340;-702.471130;165.646713;99.224792;-16.068623;81.610222 
9.719679;-702.475342;165.645752;99.224701;-16.068098;81.610382 
139.382538;-969.157288;209.683502;73.772820;-8.511287;82.518501 
139.382736;-969.158325;209.683380;73.772797;-8.511106;82.518394 
109.581741;-782.955078;320.527527;79.573914;-9.876142;85.549225 
109.583817;-782.956848;320.528503;79.573647;-9.876144;85.548927 
120.330139;-729.106140;217.746140;118.844810;-13.060078;82.688499 
120.329559;-729.106567;217.746826;118.844742;-13.060212;82.688583 
143.307083;-792.884644;374.175201;99.238937;-15.557096;86.865028 
143.306213;-792.885315;374.173828;99.239014;-15.556873;86.865158 
-36.099270;-764.926697;280.140839;65.150597;-10.359103;84.786751 
-36.097416;-764.923706;280.141724;65.150459;-10.359746;84.786743 
-37.078979;-875.084778;326.882111;99.330719;-12.636786;85.965523 
-37.079735;-875.083801;326.882111;99.330879;-12.636890;85.965576 
108.489365;-915.177551;362.505402;106.963905;-26.676672;85.990173 
108.488693;-915.175476;362.505219;106.963928;-26.676920;85.990173 
146.685394;-751.333496;236.000351;110.314796;-4.986103;83.276070 
146.685196;-751.337524;236.000092;110.314827;-4.985590;83.276268  
127.554070;-868.639587;169.511200;123.025856;-15.002540;81.266342 
127.553619;-868.640442;169.510086;123.025993;-15.002303;81.266472 
179.421478;-823.569519;307.148285;97.862297;-31.092363;83.670708 
179.421799;-823.569519;307.147461;97.862206;-31.092278;83.670670 
-42.167294;-784.652527;384.199554;63.520542;-10.824968;87.430626 
-42.167404;-784.654297;384.200134;63.520626;-10.824819;87.430542  
102.552620;-827.710144;208.376236;103.331398;-19.734413;80.476662 
102.551826;-827.707458;208.376373;103.331505;-19.734678;80.476662  
54.123905;-973.172791;213.107239;66.748711;-8.265270;82.867409 
54.123764;-973.172424;213.106796;66.748459;-8.265274;82.867424 
6.949531;-795.073242;265.253448;99.233910;-26.033962;83.482231 
6.948894;-795.075134;265.253418;99.233948;-26.033758;83.482315 
63.120995;-921.549927;400.588623;81.675209;-25.560047;87.291412 
63.121632;-921.551514;400.587524;81.675133;-25.559765;87.291275  
130.812683;-789.396912;188.609222;90.867477;-5.425138;81.965912 
130.812637;-789.400879;188.609421;90.867287;-5.424657;81.965973 
191.816269;-784.321655;242.753738;95.021004;-10.350091;83.231300 
191.808029;-784.321045;242.751266;95.022423;-10.349840;83.232307 
86.977608;-939.657288;332.210999;84.539597;-26.010664;85.236618 
86.977394;-939.656799;332.210419;84.539673;-26.010656;85.236664 
75.485588;-950.263550;252.429367;76.351585;-29.251272;82.663780 
75.486092;-950.265198;252.429443;76.351685;-29.251074;82.663589 
120.851555;-757.129822;364.961975;111.521385;-29.227312;85.792503 
120.851250;-757.132813;364.960907;111.521477;-29.226883;85.792656 
153.107101;-933.179321;309.912292;98.934525;-19.339460;84.868904 
153.107178;-933.178528;309.912018;98.934471;-19.339508;84.868896 
38.613728;-756.627563;384.399200;69.714798;-29.058134;86.614815 
38.613937;-756.630798;384.399139;69.714684;-29.057823;86.614708 
54.410706;-730.526245;354.303833;94.527596;-11.559572;86.547951 
54.409698;-730.531067;354.302826;94.527786;-11.558849;86.548134 
90.434769;-929.185364;383.970795;65.540230;-14.658532;87.215637 
90.434807;-929.181396;383.970184;65.540001;-14.659009;87.215881 
13.898002;-964.444763;194.489136;85.186798;-4.835411;82.592827 
13.898582;-964.446289;194.490128;85.186287;-4.835474;82.592758 
154.550644;-704.488831;297.452209;109.863304;-11.767853;84.809784 
154.550140;-704.493103;297.451935;109.863571;-11.767363;84.809982
